soc_code,occupation_title,task_id,task_description,onet_importance,onet_frequency,economic_index_label,eloundou_beta
39-5091.00,"Makeup Artists, Theatrical and Performance",14807,Write makeup sheets and take photos to document specific looks and the products used to achieve the looks.,4.09,3.82,unknown,0.5
39-5091.00,"Makeup Artists, Theatrical and Performance",14808,"Examine sketches, photographs, and plaster models to obtain desired character image depiction.",3.71,2.86,unknown,0.5
39-5091.00,"Makeup Artists, Theatrical and Performance",14809,"Attach prostheses to performers and apply makeup to create special features or effects, such as scars, aging, or illness.",3.81,2.86,unknown,0.5
39-5091.00,"Makeup Artists, Theatrical and Performance",14810,"Evaluate environmental characteristics, such as venue size and lighting plans, to determine makeup requirements.",3.96,4.22,unknown,0.5
39-5091.00,"Makeup Artists, Theatrical and Performance",14811,Design rubber or plastic prostheses that can be used to change performers' appearances.,3.62,2.81,unknown,0.5
39-5091.00,"Makeup Artists, Theatrical and Performance",14812,"Create character drawings or models, based upon independent research, to augment period production files.",3.58,3.0,unknown,0.5
39-5091.00,"Makeup Artists, Theatrical and Performance",14813,Advise hairdressers on the hairstyles required for character parts.,3.71,3.59,unknown,0.5
39-5091.00,"Makeup Artists, Theatrical and Performance",14814,"Study production information, such as character descriptions, period settings, and situations, to determine makeup requirements.",4.48,3.7,unknown,1.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14815,Provide performers with makeup removal assistance after performances have been completed.,4.05,4.59,augmentation,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14816,Wash and reset wigs.,3.42,2.75,unknown,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14817,"Demonstrate products to clients, and provide instruction in makeup application.",3.62,3.43,unknown,0.0
39-5092.00,Manicurists and Pedicurists,20769,"Prepare nail cuticles with water and oil, using cuticle knives to push back cuticles and scissors or nippers to trim cuticles.",4.51,6.05,unknown,0.0
39-5092.00,Manicurists and Pedicurists,20770,"Prepare customers' nails in soapy water, using swabs, files, and orange sticks.",4.45,6.23,unknown,0.0
39-5092.00,Manicurists and Pedicurists,20771,Use rotary abrasive wheels to shape and smooth nails or artificial extensions.,4.33,5.82,unknown,0.0
39-5092.00,Manicurists and Pedicurists,20772,"Assess the condition of clients' hands, remove dead skin, and massage hands.",4.22,6.31,unknown,0.0
39-5092.00,Manicurists and Pedicurists,20773,Treat nails to repair or improve strength and resilience by wrapping.,4.06,5.53,unknown,0.0
39-5092.00,Manicurists and Pedicurists,20774,"Extend nails using powder, solvent, and paper forms attached to tips of customers' fingers to support and shape artificial nails.",3.91,5.73,unknown,0.0
39-5092.00,Manicurists and Pedicurists,8748,Clean and sanitize tools and work environment.,4.75,6.58,unknown,0.0
39-5092.00,Manicurists and Pedicurists,8749,Schedule client appointments and accept payments.,4.26,5.91,unknown,0.5
39-5092.00,Manicurists and Pedicurists,8750,"Remove previously applied nail polish, using liquid remover and swabs.",4.39,6.31,unknown,0.0
39-5092.00,Manicurists and Pedicurists,8752,"Shape and smooth ends of nails, using scissors, files, or emery boards.",4.56,6.66,unknown,0.0
39-5092.00,Manicurists and Pedicurists,8753,Apply undercoat and clear or colored polish onto nails with brush.,4.65,6.59,unknown,0.0
39-5092.00,Manicurists and Pedicurists,8754,Advise clients on nail care and use of products and colors.,4.16,6.05,none,0.0
39-5092.00,Manicurists and Pedicurists,8758,Maintain supply inventories and records of client services.,4.61,6.06,unknown,1.0
39-5092.00,Manicurists and Pedicurists,8760,"Roughen surfaces of fingernails, using abrasive wheel.",4.2,5.96,unknown,0.0
39-5092.00,Manicurists and Pedicurists,8761,Promote and sell nail care products.,3.24,3.72,unknown,0.0
39-5092.00,Manicurists and Pedicurists,8763,"Polish nails, using powdered polish and buffer.",3.79,5.81,unknown,0.0
39-5092.00,Manicurists and Pedicurists,8764,Whiten underside of nails with white paste or pencils.,3.42,4.61,unknown,0.0
39-5092.00,Manicurists and Pedicurists,8765,Decorate clients' nails by piercing or attaching ornaments or designs.,3.15,4.61,unknown,0.0
39-5094.00,Skincare Specialists,20258,"Stay abreast of latest industry trends, products, research, and treatments.",4.28,3.58,augmentation,0.5
39-5094.00,Skincare Specialists,8069,Sterilize equipment and clean work areas.,4.73,5.96,unknown,0.0
39-5094.00,Skincare Specialists,8070,Keep records of client needs and preferences and the services provided.,3.97,5.42,unknown,1.0
39-5094.00,Skincare Specialists,8071,Demonstrate how to clean and care for skin properly and recommend skin-care regimens.,4.43,6.12,unknown,0.0
39-5094.00,Skincare Specialists,8072,"Examine clients' skin, using magnifying lamps or visors when necessary, to evaluate skin condition and appearance.",4.68,6.27,unknown,0.5
39-5094.00,Skincare Specialists,8073,"Select and apply cosmetic products, such as creams, lotions, and tonics.",4.32,6.01,unknown,0.0
39-5094.00,Skincare Specialists,8074,"Cleanse clients' skin with water, creams, or lotions.",4.66,6.29,unknown,0.0
39-5094.00,Skincare Specialists,8075,"Treat the facial skin to maintain and improve its appearance, using specialized techniques and products, such as peels and masks.",4.2,5.99,unknown,0.0
39-5094.00,Skincare Specialists,8076,Refer clients to medical personnel for treatment of serious skin problems.,4.09,3.44,unknown,0.0
39-5094.00,Skincare Specialists,8077,Determine which products or colors will improve clients' skin quality and appearance.,4.25,5.88,none,0.5
39-5094.00,Skincare Specialists,8078,Perform simple extractions to remove blackheads.,4.32,6.03,unknown,0.0
39-5094.00,Skincare Specialists,8079,Provide facial and body massages.,3.97,6.02,unknown,0.0
39-5094.00,Skincare Specialists,8080,Remove body and facial hair by applying wax.,3.98,5.07,unknown,0.0
39-5094.00,Skincare Specialists,8081,Apply chemical peels to reduce fine lines and age spots.,3.7,4.59,unknown,0.0
39-5094.00,Skincare Specialists,8082,Advise clients about colors and types of makeup and instruct them in makeup application techniques.,3.25,3.51,unknown,0.5
39-5094.00,Skincare Specialists,8083,Sell makeup to clients.,3.26,3.56,unknown,0.5
39-5094.00,Skincare Specialists,8084,Collaborate with plastic surgeons and dermatologists to provide patients with preoperative and postoperative skin care.,3.96,3.54,unknown,0.0
39-5094.00,Skincare Specialists,8086,Tint eyelashes and eyebrows.,2.84,3.57,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2314,"Transfer luggage, trunks, and packages to and from rooms, loading areas, vehicles, or transportation terminals, by hand or using baggage carts.",4.47,5.72,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2315,"Supply guests or travelers with directions, travel information, and other information, such as available services and points of interest.",4.47,5.94,augmentation,0.5
39-6011.00,Baggage Porters and Bellhops,2316,Receive and mark baggage by completing and attaching claim checks.,4.54,5.76,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2317,Greet incoming guests and escort them to their rooms.,4.52,6.1,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2318,Assist travelers and guests with disabilities.,4.38,4.05,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2319,"Act as part of the security team at transportation terminals, hotels, or similar establishments.",4.15,4.69,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2320,"Deliver messages and room service orders, and run errands for guests.",4.22,4.68,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2321,"Explain the operation of room features, such as locks, ventilation systems, and televisions.",4.45,5.55,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2322,"Arrange for shipments of baggage, express mail, and parcels by providing weighing and billing services.",3.25,3.65,unknown,0.5
39-6011.00,Baggage Porters and Bellhops,2323,Maintain clean lobbies or entrance areas for travelers or guests.,4.5,5.8,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2324,"Transport guests about premises and local areas, or arrange for transportation.",4.51,5.79,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2325,Compute and complete charge slips for services rendered and maintain records.,3.94,4.4,unknown,1.0
39-6011.00,Baggage Porters and Bellhops,2326,"Page guests in hotel lobbies, dining rooms, or other areas.",3.82,4.61,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2327,Pick up and return items for laundry and valet service.,4.14,4.9,unknown,0.0
39-6011.00,Baggage Porters and Bellhops,2328,"Inspect guests' rooms to ensure that they are adequately stocked, orderly, and comfortable.",3.63,4.27,unknown,0.5
39-6011.00,Baggage Porters and Bellhops,2329,Complete baggage insurance forms.,3.51,4.48,unknown,1.0
39-6011.00,Baggage Porters and Bellhops,2330,"Set up conference rooms, display tables, racks, or shelves, and arrange merchandise displays for sales personnel.",3.69,3.32,unknown,0.0
39-6012.00,Concierges,20259,"Make reservations for patrons, such as for dinner, spa treatments, or golf tee times, and obtain tickets to special events.",4.63,5.6,none,0.5
39-6012.00,Concierges,20260,Provide directions to guests.,4.68,6.0,unknown,0.5
39-6012.00,Concierges,20261,"Provide business services for guests, such as sending or receiving faxes or shipping packages.",4.17,4.65,unknown,0.5
39-6012.00,Concierges,20262,"Plan special events, parties, or meetings, which may include booking musicians or celebrities.",3.67,2.62,unknown,0.5
39-6012.00,Concierges,20263,Arrange childcare services for guests.,4.12,2.94,unknown,0.5
39-6012.00,Concierges,20264,Clean and tidy hotel lounge.,3.0,4.0,unknown,0.0
39-6012.00,Concierges,20265,Provide food and beverage services to guests.,3.08,3.29,unknown,0.0
39-6012.00,Concierges,21203,Order flowers for guests.,4.0,3.52,unknown,0.5
39-6012.00,Concierges,4529,"Provide information about local features, such as shopping, dining, nightlife, or recreational destinations.",4.58,5.95,augmentation,0.5
39-6012.00,Concierges,4530,Make travel arrangements for sightseeing or other tours.,4.25,4.4,augmentation,0.5
39-6012.00,Concierges,4531,"Receive, store, or deliver luggage or mail.",3.79,4.61,unknown,0.0
39-6012.00,Concierges,4532,Perform office duties on a temporary basis when needed.,3.63,3.83,unknown,1.0
39-6012.00,Concierges,4533,Pick up and deliver items or run errands for guests.,4.0,4.43,unknown,0.0
39-6012.00,Concierges,4534,"Carry out unusual requests, such as searching for hard-to-find items or arranging for exotic services, such as hot-air balloon rides.",3.8,3.1,unknown,0.5
39-6012.00,Concierges,4535,Arrange for the replacement of items lost by travelers.,3.32,2.9,unknown,0.5
39-6012.00,Concierges,4536,Arrange for interpreters or translators when patrons require such services.,3.47,2.0,unknown,1.0
39-7011.00,Tour Guides and Escorts,20135,"Research various topics, including site history, environmental conditions, and clients' skills and abilities to plan appropriate expeditions, instruction, and commentary.",4.14,4.49,unknown,0.5
39-7011.00,Tour Guides and Escorts,20136,Train other guides and volunteers.,3.84,2.39,unknown,0.0
39-7011.00,Tour Guides and Escorts,4538,Conduct educational activities for school children.,4.18,3.38,unknown,0.0
39-7011.00,Tour Guides and Escorts,4539,"Escort individuals or groups on cruises, sightseeing tours, or through places of interest, such as industrial establishments, public buildings, or art galleries.",4.63,5.23,unknown,0.0
39-7011.00,Tour Guides and Escorts,4540,"Describe tour points of interest to group members, and respond to questions.",4.86,5.51,unknown,1.0
39-7011.00,Tour Guides and Escorts,4541,Monitor visitors' activities to ensure compliance with establishment or tour regulations and safety practices.,4.47,5.56,unknown,0.0
39-7011.00,Tour Guides and Escorts,4542,"Greet and register visitors, and issue any required identification badges or safety devices.",4.04,4.71,unknown,0.0
39-7011.00,Tour Guides and Escorts,4543,"Distribute brochures, show audiovisual presentations, and explain establishment processes and operations at tour sites.",4.03,3.61,unknown,0.0
39-7011.00,Tour Guides and Escorts,4544,Provide directions and other pertinent information to visitors.,4.02,5.07,unknown,0.5
39-7011.00,Tour Guides and Escorts,4545,"Provide for physical safety of groups, performing such activities as providing first aid or directing emergency evacuations.",4.16,4.15,unknown,0.0
39-7011.00,Tour Guides and Escorts,4547,"Provide information about wildlife varieties and habitats, as well as any relevant regulations, such as those pertaining to hunting and fishing.",3.82,5.42,automation,0.0
39-7011.00,Tour Guides and Escorts,4548,Collect fees and tickets from group members.,3.73,4.75,unknown,0.0
39-7011.00,Tour Guides and Escorts,4549,"Teach skills, such as proper climbing methods, and demonstrate and advise on the use of equipment.",3.78,3.65,unknown,0.0
39-7011.00,Tour Guides and Escorts,4550,Select travel routes and sites to be visited based on knowledge of specific areas.,3.68,4.28,unknown,0.5
39-7011.00,Tour Guides and Escorts,4551,Solicit tour patronage and sell souvenirs.,3.11,4.32,unknown,0.0
39-7011.00,Tour Guides and Escorts,4552,Speak foreign languages to communicate with foreign visitors.,2.92,2.06,augmentation,1.0
39-7011.00,Tour Guides and Escorts,4553,Assemble and check the required supplies and equipment prior to departure.,4.1,5.03,unknown,0.0
39-7011.00,Tour Guides and Escorts,4554,Drive motor vehicles to transport visitors to establishments and tour site locations.,3.93,4.97,unknown,0.0
39-7011.00,Tour Guides and Escorts,4555,"Perform clerical duties, such as filing, typing, operating switchboards, or routing mail and messages.",3.59,4.29,unknown,1.0
